Month,Longitude,Latitude,Outcome type
6/1/2015,-0.388455,51.485022,Investigation complete; no suspect identified
6/1/2015,-0.388455,51.485022,Investigation complete; no suspect identified
6/1/2015,-0.37312,51.484936,Investigation complete; no suspect identified
6/1/2015,-0.423696,51.437482,Investigation complete; no suspect identified
6/1/2015,-0.392769,51.477446,Investigation complete; no suspect identified
6/1/2015,-0.258026,51.492896,Investigation complete; no suspect identified
6/1/2015,-0.302565,51.490239,Investigation complete; no suspect identified
6/1/2015,-0.25817,51.492142,Investigation complete; no suspect identified
6/1/2015,-0.273439,51.481865,Investigation complete; no suspect identified
6/1/2015,-0.346281,51.467979,Investigation complete; no suspect identified
6/1/2015,-0.378123,51.465285,Investigation complete; no suspect identified
6/1/2015,-0.386131,51.482733,Investigation complete; no suspect identified
6/1/2015,-0.345416,51.47677,Investigation complete; no suspect identified
6/1/2015,-0.381324,51.460662,Investigation complete; no suspect identified
6/1/2015,-0.354767,51.47102,Investigation complete; no suspect identified
6/1/2015,-0.44364,51.447982,Investigation complete; no suspect identified
6/1/2015,-0.411772,51.445261,Investigation complete; no suspect identified
6/1/2015,-0.360975,51.47135,Investigation complete; no suspect identified
6/1/2015,-0.360975,51.47135,Investigation complete; no suspect identified
6/1/2015,-0.443592,51.451497,Investigation complete; no suspect identified
6/1/2015,-0.426702,51.433314,Suspect charged
6/1/2015,-0.256219,51.477213,Investigation complete; no suspect identified
6/1/2015,-0.404377,51.48773,Investigation complete; no suspect identified
6/1/2015,-0.340599,51.475002,Investigation complete; no suspect identified
6/1/2015,-0.340599,51.475002,Investigation complete; no suspect identified
6/1/2015,-0.360975,51.47135,Investigation complete; no suspect identified
6/1/2015,-0.349538,51.488644,Investigation complete; no suspect identified
6/1/2015,-0.415426,51.441543,Investigation complete; no suspect identified
6/1/2015,-0.398317,51.475265,Investigation complete; no suspect identified
6/1/2015,-0.398317,51.475265,Investigation complete; no suspect identified
6/1/2015,-0.357045,51.472149,Investigation complete; no suspect identified
6/1/2015,-0.375276,51.434375,Investigation complete; no suspect identified
6/1/2015,-0.375276,51.434375,Investigation complete; no suspect identified
6/1/2015,-0.396057,51.476089,Investigation complete; no suspect identified
6/1/2015,-0.427586,51.447785,Investigation complete; no suspect identified
6/1/2015,-0.258576,51.487544,Suspect charged
6/1/2015,-0.421118,51.450486,Investigation complete; no suspect identified
6/1/2015,-0.394732,51.469929,Investigation complete; no suspect identified
6/1/2015,-0.258337,51.493053,Investigation complete; no suspect identified
6/1/2015,-0.400098,51.472925,Investigation complete; no suspect identified
6/1/2015,-0.240546,51.48295,Offender given a caution
6/1/2015,-0.377609,51.4749,Suspect charged
6/1/2015,-0.43604,51.449697,Suspect charged
6/1/2015,-0.307922,51.362948,Investigation complete; no suspect identified
6/1/2015,-0.305015,51.411708,Investigation complete; no suspect identified
6/1/2015,-0.307616,51.408634,Suspect charged
6/1/2015,-0.239555,51.402047,Investigation complete; no suspect identified
6/1/2015,-0.307539,51.406052,Investigation complete; no suspect identified
6/1/2015,-0.305341,51.409905,Investigation complete; no suspect identified
6/1/2015,-0.290682,51.37419,Investigation complete; no suspect identified
6/1/2015,-0.307997,51.407669,Investigation complete; no suspect identified
6/1/2015,-0.251231,51.384651,Investigation complete; no suspect identified
6/1/2015,-0.304563,51.408383,Investigation complete; no suspect identified
6/1/2015,-0.307616,51.408634,Suspect charged
6/1/2015,-0.306109,51.35758,Investigation complete; no suspect identified
6/1/2015,-0.30229,51.411894,Investigation complete; no suspect identified
6/1/2015,-0.30229,51.411894,Investigation complete; no suspect identified
6/1/2015,-0.305033,51.411619,Investigation complete; no suspect identified
6/1/2015,-0.298847,51.410522,Investigation complete; no suspect identified
6/1/2015,-0.300432,51.368163,Investigation complete; no suspect identified
6/1/2015,-0.310319,51.393422,Investigation complete; no suspect identified
6/1/2015,-0.310319,51.393422,Investigation complete; no suspect identified
6/1/2015,-0.308258,51.400982,Investigation complete; no suspect identified
6/1/2015,-0.306756,51.407399,Investigation complete; no suspect identified
6/1/2015,-0.300713,51.412554,Investigation complete; no suspect identified
6/1/2015,-0.286,51.408383,Investigation complete; no suspect identified
6/1/2015,-0.300539,51.363704,Investigation complete; no suspect identified
6/1/2015,-0.280156,51.418135,Investigation complete; no suspect identified
6/1/2015,-0.272825,51.413064,Investigation complete; no suspect identified
6/1/2015,-0.308096,51.391358,Investigation complete; no suspect identified
6/1/2015,-0.292671,51.409946,Investigation complete; no suspect identified
6/1/2015,-0.308911,51.361047,Investigation complete; no suspect identified
6/1/2015,-0.300438,51.411435,Investigation complete; no suspect identified
6/1/2015,-0.299539,51.367044,Local resolution
6/1/2015,-0.308901,51.396414,Investigation complete; no suspect identified
6/1/2015,-0.310683,51.365191,Investigation complete; no suspect identified
6/1/2015,-0.300417,51.417433,Investigation complete; no suspect identified
6/1/2015,-0.29242,51.380384,Investigation complete; no suspect identified
6/1/2015,-0.300761,51.41126,Investigation complete; no suspect identified
6/1/2015,-0.259303,51.380994,Investigation complete; no suspect identified
6/1/2015,-0.308096,51.391358,Investigation complete; no suspect identified
6/1/2015,-0.304711,51.392721,Investigation complete; no suspect identified
6/1/2015,-0.307462,51.384388,Investigation complete; no suspect identified
6/1/2015,-0.288271,51.409172,Investigation complete; no suspect identified
6/1/2015,-0.300432,51.368163,Investigation complete; no suspect identified
6/1/2015,-0.152886,51.443923,Offender given a caution
6/1/2015,-0.198933,51.444675,Investigation complete; no suspect identified
6/1/2015,-0.162513,51.430999,Investigation complete; no suspect identified
6/1/2015,-0.128236,51.481544,Suspect charged
6/1/2015,-0.128236,51.481544,Suspect charged
6/1/2015,-0.127664,51.484268,Investigation complete; no suspect identified
6/1/2015,-0.193782,51.454875,Suspect charged
6/1/2015,-0.117085,51.456114,Investigation complete; no suspect identified
6/1/2015,-0.122221,51.487032,Suspect charged
6/1/2015,-0.103782,51.436035,Suspect charged
6/1/2015,-0.135876,51.44922,Investigation complete; no suspect identified
6/1/2015,-0.132085,51.475814,Investigation complete; no suspect identified
6/1/2015,-0.115227,51.454052,Investigation complete; no suspect identified
6/1/2015,-0.129971,51.420107,Investigation complete; no suspect identified
6/1/2015,-0.108384,51.424589,Investigation complete; no suspect identified
6/1/2015,-0.13257,51.475228,Investigation complete; no suspect identified
6/1/2015,-0.13257,51.475228,Investigation complete; no suspect identified
6/1/2015,-0.109251,51.476743,Investigation complete; no suspect identified
6/1/2015,-0.138988,51.461176,Investigation complete; no suspect identified
6/1/2015,-0.100491,51.423095,Investigation complete; no suspect identified
6/1/2015,-0.112421,51.457873,Investigation complete; no suspect identified
6/1/2015,-0.114389,51.505458,Investigation complete; no suspect identified
6/1/2015,-0.114389,51.505458,Investigation complete; no suspect identified
6/1/2015,-0.112179,51.442789,Investigation complete; no suspect identified
6/1/2015,-0.128299,51.437076,Investigation complete; no suspect identified
6/1/2015,-0.114608,51.462423,Investigation complete; no suspect identified
6/1/2015,-0.138677,51.462115,Investigation complete; no suspect identified
6/1/2015,-0.138677,51.462115,Investigation complete; no suspect identified
6/1/2015,-0.112057,51.473317,Investigation complete; no suspect identified
6/1/2015,-0.09765,51.422599,Investigation complete; no suspect identified
6/1/2015,-0.116247,51.461091,Investigation complete; no suspect identified
6/1/2015,-0.133318,51.463963,Investigation complete; no suspect identified
6/1/2015,-0.113053,51.46488,Investigation complete; no suspect identified
6/1/2015,-0.119267,51.50282,Investigation complete; no suspect identified
6/1/2015,-0.126923,51.433781,Investigation complete; no suspect identified
6/1/2015,-0.120545,51.478057,Investigation complete; no suspect identified
6/1/2015,-0.135903,51.462341,Investigation complete; no suspect identified
6/1/2015,-0.114727,51.464439,Investigation complete; no suspect identified
6/1/2015,-0.104752,51.434486,Investigation complete; no suspect identified
6/1/2015,-0.129782,51.431767,Investigation complete; no suspect identified
6/1/2015,-0.130152,51.464974,Investigation complete; no suspect identified
6/1/2015,-0.110473,51.444371,Investigation complete; no suspect identified
6/1/2015,-0.101442,51.424801,Offender given a caution
6/1/2015,-0.122979,51.449275,Investigation complete; no suspect identified
6/1/2015,-0.129503,51.432608,Investigation complete; no suspect identified
6/1/2015,-0.114389,51.505458,Investigation complete; no suspect identified
6/1/2015,-0.136966,51.458158,Suspect charged
6/1/2015,-0.115341,51.478522,Investigation complete; no suspect identified
6/1/2015,-0.132113,51.426112,Investigation complete; no suspect identified
6/1/2015,-0.107181,51.502743,Investigation complete; no suspect identified
6/1/2015,-0.12391,51.484478,Investigation complete; no suspect identified
6/1/2015,-0.12433,51.445097,Investigation complete; no suspect identified
6/1/2015,-0.142729,51.469023,Investigation complete; no suspect identified
6/1/2015,-0.133318,51.463963,Investigation complete; no suspect identified
6/1/2015,-0.124501,51.460963,Investigation complete; no suspect identified
6/1/2015,-0.11575,51.507377,Investigation complete; no suspect identified
6/1/2015,-0.111824,51.506837,Investigation complete; no suspect identified
6/1/2015,-0.129398,51.464773,Investigation complete; no suspect identified
6/1/2015,-0.111824,51.506837,Investigation complete; no suspect identified
6/1/2015,-0.124509,51.481817,Investigation complete; no suspect identified
6/1/2015,-0.095647,51.459347,Investigation complete; no suspect identified
6/1/2015,-0.128299,51.437076,Investigation complete; no suspect identified
6/1/2015,-0.160236,51.435406,Offender given a caution
6/1/2015,-0.175746,51.426718,Suspect charged
6/1/2015,-0.215512,51.464578,Suspect charged
6/1/2015,-0.143778,51.477951,Suspect charged
6/1/2015,-0.180849,51.482578,Investigation complete; no suspect identified
6/1/2015,-0.175192,51.46482,Investigation complete; no suspect identified
6/1/2015,-0.150403,51.446591,Offender given a caution
6/1/2015,-0.134372,51.474816,Investigation complete; no suspect identified
6/1/2015,-0.186734,51.441304,Investigation complete; no suspect identified
6/1/2015,-0.225829,51.47102,Investigation complete; no suspect identified
6/1/2015,-0.238123,51.449389,Investigation complete; no suspect identified
6/1/2015,-0.167166,51.463184,Investigation complete; no suspect identified
6/1/2015,-0.216936,51.461272,Investigation complete; no suspect identified
6/1/2015,-0.230917,51.46866,Investigation complete; no suspect identified
6/1/2015,-0.216936,51.461272,Investigation complete; no suspect identified
6/1/2015,-0.238123,51.449389,Investigation complete; no suspect identified
6/1/2015,-0.166423,51.477066,Investigation complete; no suspect identified
6/1/2015,-0.13002,51.478416,Investigation complete; no suspect identified
6/1/2015,-0.13002,51.478416,Investigation complete; no suspect identified
6/1/2015,-0.119377,51.451115,Investigation complete; no suspect identified
6/1/2015,-0.119377,51.451115,Investigation complete; no suspect identified
6/1/2015,-0.167842,51.438393,Local resolution
6/1/2015,-0.152794,51.441916,Investigation complete; no suspect identified
6/1/2015,-0.150046,51.466467,Investigation complete; no suspect identified
6/1/2015,-0.150046,51.466467,Investigation complete; no suspect identified
6/1/2015,-0.166411,51.428875,Suspect charged
6/1/2015,-0.223656,51.456896,Offender given a caution
6/1/2015,-0.170154,51.47092,Suspect charged
6/1/2015,-0.141472,51.470549,Investigation complete; no suspect identified
6/1/2015,-0.217022,51.462397,Investigation complete; no suspect identified
